Title: Gale2013MORB-4

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 quartz rhm-oxide_0 whitlockite 
5000.00 1573.15 100.138889 36.661647 36.661647 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1568.15 100.139036 36.649431 36.649431 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1563.15 100.139187 36.637219 36.637219 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1558.15 100.139345 36.625011 36.625011 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1553.15 100.139507 36.612807 36.612807 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1548.15 100.139675 36.600607 36.600607 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1543.15 100.139848 36.588410 36.588410 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1538.15 100.140028 36.576217 36.576217 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1533.15 100.139797 36.477682 35.913314 0.000000 0.564367 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1528.15 100.139529 36.332473 34.902247 0.000000 1.430226 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1523.15 100.139463 36.192124 33.929967 0.000000 2.262158 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1518.15 100.139576 36.056823 32.996869 0.000000 3.059954 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1513.15 100.138954 35.870539 30.958774 0.000000 4.045009 0.000000 0.000000 0.866757 0.000000 0.000000 0.000000 
5000.00 1508.15 100.137377 35.651467 28.076597 0.000000 5.126410 0.000000 0.000000 2.448460 0.000000 0.000000 0.000000 
5000.00 1503.15 100.135668 35.452010 25.408332 0.000000 6.092918 0.000000 0.000000 3.950761 0.000000 0.000000 0.000000 
5000.00 1498.15 100.133992 35.271799 22.970984 0.000000 6.495628 0.455249 0.000000 5.349937 0.000000 0.000000 0.000000 
5000.00 1493.15 100.132445 35.109272 20.780170 0.000000 6.539151 1.173812 0.000000 6.616140 0.000000 0.000000 0.000000 
5000.00 1488.15 100.131013 34.961643 18.811908 0.000000 6.581649 1.814384 0.000000 7.753702 0.000000 0.000000 0.000000 
5000.00 1483.15 100.129684 34.826380 17.030087 0.000000 6.627566 2.387209 0.000000 8.781518 0.000000 0.000000 0.000000 
5000.00 1478.15 100.128445 34.701532 15.406568 0.000000 6.678568 2.901919 0.000000 9.714476 0.000000 0.000000 0.000000 
5000.00 1473.15 100.127283 34.585557 13.918624 0.000000 6.734539 3.367494 0.000000 10.564900 0.000000 0.000000 0.000000 
5000.00 1468.15 100.126184 34.477293 12.548812 0.000000 6.794472 3.791659 0.000000 11.342349 0.000000 0.000000 0.000000 
5000.00 1463.15 100.125130 34.375868 11.283574 0.000000 6.856845 4.181009 0.000000 12.054440 0.000000 0.000000 0.000000 
5000.00 1458.15 100.124100 34.280645 10.112390 0.000000 6.919854 4.541063 0.000000 12.707338 0.000000 0.000000 0.000000 
5000.00 1453.15 100.123066 34.191194 9.027384 0.000000 6.981556 4.876278 0.000000 13.305976 0.000000 0.000000 0.000000 
5000.00 1448.15 100.121995 34.107286 8.023106 0.000000 7.039942 5.190064 0.000000 13.854174 0.000000 0.000000 0.000000 
5000.00 1443.15 100.120809 34.027773 7.085681 0.000000 7.094497 5.488112 0.000000 14.356485 0.000000 0.000000 0.002997 
5000.00 1438.15 100.119421 33.951240 6.201079 0.000000 7.145474 5.776786 0.000000 14.814405 0.000000 0.000000 0.013495 
5000.00 1433.15 100.117888 33.881353 5.405103 0.000000 7.186927 6.046277 0.000000 15.220391 0.000000 0.000000 0.022655 
5000.00 1428.15 100.116192 33.818501 4.701954 0.000000 7.218303 6.295465 0.000000 15.572241 0.000000 0.000000 0.030538 
5000.00 1423.15 100.114355 33.762912 4.095332 0.000000 7.240421 6.522696 0.000000 15.867224 0.000000 0.000000 0.037240 
5000.00 1418.15 100.112436 33.714396 3.584478 0.000000 7.255365 6.726788 0.000000 16.104852 0.000000 0.000000 0.042914 
5000.00 1413.15 100.110500 33.672270 3.161556 0.000000 7.265548 6.907958 0.000000 16.289454 0.000000 0.000000 0.047754 
5000.00 1408.15 100.108586 33.635566 2.813351 0.000000 7.272745 7.067900 0.000000 16.429623 0.000000 0.000000 0.051947 
5000.00 1403.15 100.106701 33.603306 2.525440 0.000000 7.277905 7.209104 0.000000 16.535214 0.000000 0.000000 0.055642 
5000.00 1398.15 100.104975 33.567735 2.134104 0.000000 7.399828 7.241421 0.000000 16.663033 0.000000 0.062480 0.066870 
5000.00 1393.15 100.103197 33.537258 1.765579 0.000000 7.547315 7.211542 0.000000 16.791206 0.000000 0.142229 0.079387 
5000.00 1388.15 100.101226 33.514622 1.491088 0.000000 7.645875 7.185596 0.000000 16.902717 0.000000 0.200910 0.088436 
5000.00 1383.15 100.099103 33.497156 1.277644 0.000000 7.709658 7.164585 0.000000 17.005024 0.000000 0.245130 0.095115 
5000.00 1378.15 100.096905 33.483056 1.105223 0.000000 7.750439 7.147570 0.000000 17.099802 0.000000 0.279767 0.100255 
5000.00 1373.15 100.094693 33.471207 0.961767 0.000000 7.775984 7.133625 0.000000 17.187560 0.000000 0.307892 0.104378 
