Title: Gale2013MORB-4

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 quartz rhm-oxide_0 whitlockite 
5000.00 1113.15 100.034568 0.438464 0.758942 18.468034 26.377614 8.895367 44.377834 0.718314 0.000000 0.000000 
5000.00 1108.15 100.033948 0.438115 0.760388 18.492022 26.358847 8.901025 44.367258 0.716293 0.000000 0.000000 
5000.00 1103.15 100.033335 0.437776 0.761809 18.515829 26.340588 8.906414 44.356579 0.714340 0.000000 0.000000 
5000.00 1098.15 100.032729 0.437447 0.763207 18.539460 26.322828 8.911541 44.345791 0.712455 0.000000 0.000000 
5000.00 1093.15 100.032129 0.437127 0.764580 18.562921 26.305558 8.916415 44.334889 0.710639 0.000000 0.000000 
5000.00 1088.15 100.031537 0.436817 0.765930 18.586215 26.288770 8.921043 44.323868 0.708894 0.000000 0.000000 
5000.00 1083.15 100.030952 0.436515 0.767258 18.609349 26.272455 8.925434 44.312721 0.707220 0.000000 0.000000 
5000.00 1078.15 100.030373 0.436221 0.768562 18.632327 26.256605 8.929595 44.301443 0.705620 0.000000 0.000000 
5000.00 1073.15 100.029801 0.435936 0.769845 18.655156 26.241211 8.933532 44.290027 0.704094 0.000000 0.000000 
5000.00 1068.15 100.029236 0.435659 0.771105 18.677841 26.226267 8.937252 44.278469 0.702643 0.000000 0.000000 
5000.00 1063.15 100.028678 0.435389 0.772343 18.700388 26.211764 8.940763 44.266762 0.701269 0.000000 0.000000 
5000.00 1058.15 100.028126 0.435127 0.773561 18.722803 26.197694 8.944069 44.254899 0.699974 0.000000 0.000000 
5000.00 1053.15 100.027582 0.434872 0.774757 18.745092 26.184050 8.947177 44.242876 0.698757 0.000000 0.000000 
5000.00 1048.15 100.027043 0.434624 0.775932 18.767262 26.170826 8.950093 44.230686 0.697621 0.000000 0.000000 
5000.00 1043.15 100.026512 0.434382 0.777086 18.789317 26.158013 8.952823 44.218324 0.696567 0.000000 0.000000 
5000.00 1038.15 100.025987 0.434148 0.778221 18.811264 26.145605 8.955371 44.205784 0.695595 0.000000 0.000000 
5000.00 1033.15 100.025469 0.433919 0.779335 18.833109 26.133594 8.957744 44.193061 0.694706 0.000000 0.000000 
5000.00 1028.15 100.024957 0.433698 0.780429 18.854857 26.121976 8.959946 44.180150 0.693902 0.000000 0.000000 
5000.00 1023.15 100.024452 0.433482 0.781504 18.876512 26.110742 8.961983 44.167046 0.693184 0.000000 0.000000 
