Title: Gale2013MORB-1

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 quartz rhm-oxide_0 whitlockite 
5000.00 1178.15 100.044731 33.120330 0.000000 0.076988 8.677529 6.917923 0.000000 16.799220 0.101147 0.441560 0.105964 
5000.00 1173.15 100.044227 33.113660 0.000000 0.078366 8.674646 6.922082 0.000000 16.790669 0.101830 0.440104 0.105964 
5000.00 1168.15 100.043725 33.106977 0.000000 0.079747 8.671920 6.926207 0.000000 16.781979 0.102552 0.438608 0.105964 
5000.00 1163.15 100.043225 33.100281 0.000000 0.081130 8.669350 6.930307 0.000000 16.773145 0.103314 0.437071 0.105964 
5000.00 1158.15 100.042773 33.104136 0.122705 0.073140 8.666309 6.941348 0.000000 16.763402 0.102105 0.435128 0.000000 
5000.00 1153.15 100.041705 33.073222 0.122581 0.093617 8.353164 7.031839 0.372623 16.581296 0.150882 0.367220 0.000000 
5000.00 1148.15 100.040226 33.026092 0.122449 0.126223 7.837098 7.179270 0.991058 16.283792 0.231276 0.254927 0.000000 
5000.00 1143.15 100.038749 32.980542 0.122322 0.156954 7.347830 7.319661 1.580473 15.998274 0.307981 0.147047 0.000000 
5000.00 1138.15 100.037276 32.936502 0.122200 0.185921 6.884006 7.453324 2.142290 15.724188 0.381186 0.043388 0.000000 
5000.00 1133.15 100.036280 32.914337 0.122093 0.198017 6.692598 7.505607 2.378785 15.606011 0.411227 0.000000 0.000000 
5000.00 1128.15 100.035648 32.907937 0.121997 0.198256 6.694130 7.499931 2.383381 15.599791 0.410451 0.000000 0.000000 
5000.00 1123.15 100.035023 32.901541 0.121905 0.198487 6.695750 7.494368 2.387797 15.593532 0.409701 0.000000 0.000000 
5000.00 1118.15 100.034404 32.895149 0.121815 0.198711 6.697453 7.488918 2.392040 15.587234 0.408978 0.000000 0.000000 
5000.00 1113.15 100.033792 32.888761 0.121728 0.198928 6.699239 7.483577 2.396115 15.580893 0.408281 0.000000 0.000000 
5000.00 1108.15 100.033187 32.882376 0.121644 0.199138 6.701103 7.478343 2.400030 15.574508 0.407611 0.000000 0.000000 
5000.00 1103.15 100.032589 32.875995 0.121562 0.199341 6.703043 7.473215 2.403790 15.568076 0.406969 0.000000 0.000000 
5000.00 1098.15 100.031998 32.869615 0.121482 0.199538 6.705059 7.468189 2.407399 15.561594 0.406355 0.000000 0.000000 
5000.00 1093.15 100.031413 32.863237 0.121405 0.199727 6.707147 7.463265 2.410864 15.555060 0.405770 0.000000 0.000000 
5000.00 1088.15 100.030836 32.856860 0.121330 0.199910 6.709307 7.458440 2.414189 15.548472 0.405214 0.000000 0.000000 
5000.00 1083.15 100.030264 32.850484 0.121257 0.200087 6.711536 7.453711 2.417378 15.541826 0.404687 0.000000 0.000000 
5000.00 1078.15 100.029700 32.844107 0.121187 0.200257 6.713835 7.449079 2.420437 15.535122 0.404191 0.000000 0.000000 
5000.00 1073.15 100.029142 32.837729 0.121118 0.200420 6.716202 7.444539 2.423369 15.528354 0.403726 0.000000 0.000000 
5000.00 1068.15 100.028591 32.831348 0.121051 0.200578 6.718635 7.440091 2.426179 15.521522 0.403292 0.000000 0.000000 
5000.00 1063.15 100.028047 32.824965 0.120987 0.200729 6.721135 7.435733 2.428871 15.514622 0.402889 0.000000 0.000000 
5000.00 1058.15 100.027509 32.818578 0.120924 0.200874 6.723701 7.431462 2.431448 15.507650 0.402519 0.000000 0.000000 
5000.00 1053.15 100.026978 32.812186 0.120863 0.201012 6.726332 7.427278 2.433914 15.500605 0.402182 0.000000 0.000000 
5000.00 1048.15 100.026453 32.805787 0.120803 0.201145 6.729029 7.423179 2.436272 15.493482 0.401878 0.000000 0.000000 
5000.00 1043.15 100.025934 32.799381 0.120745 0.201272 6.731789 7.419162 2.438526 15.486279 0.401607 0.000000 0.000000 
5000.00 1038.15 100.025423 32.792966 0.120689 0.201393 6.734614 7.415227 2.440679 15.478993 0.401371 0.000000 0.000000 
5000.00 1033.15 100.024917 32.786540 0.120635 0.201508 6.737503 7.411371 2.442735 15.471620 0.401169 0.000000 0.000000 
5000.00 1028.15 100.024418 32.780101 0.120582 0.201617 6.740455 7.407594 2.444696 15.464156 0.401001 0.000000 0.000000 
5000.00 1023.15 100.023926 32.773647 0.120531 0.201720 6.743470 7.403893 2.446565 15.456598 0.400869 0.000000 0.000000 
5000.00 1018.15 100.023439 32.767176 0.120481 0.201818 6.746548 7.400268 2.448345 15.448943 0.400772 0.000000 0.000000 
5000.00 1013.15 100.022959 32.760684 0.120432 0.201910 6.749688 7.396718 2.450039 15.441187 0.400711 0.000000 0.000000 
5000.00 1008.15 100.022486 32.754170 0.120385 0.201997 6.752888 7.393239 2.451650 15.433325 0.400685 0.000000 0.000000 
5000.00 1003.15 100.022018 32.747627 0.120339 0.202078 6.756148 7.389833 2.453179 15.425355 0.400695 0.000000 0.000000 
5000.00 998.15 100.021557 32.741054 0.120295 0.202153 6.759466 7.386497 2.454631 15.417272 0.400739 0.000000 0.000000 
5000.00 993.15 100.021101 32.734444 0.120252 0.202224 6.762840 7.383230 2.456007 15.409073 0.400819 0.000000 0.000000 
5000.00 988.15 100.020652 32.727794 0.120210 0.202289 6.766267 7.380031 2.457310 15.400755 0.400932 0.000000 0.000000 
5000.00 983.15 100.020208 32.721099 0.120170 0.202349 6.769743 7.376900 2.458542 15.392317 0.401079 0.000000 0.000000 
