Title: Gale2013MORB-8

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 spinel_0 whitlockite 
5000.00 1278.15 100.148446 0.000000 2.453495 29.548073 20.008776 4.366634 41.888115 1.505216 0.378137 
5000.00 1273.15 100.146300 0.000000 2.516987 29.220332 20.104786 4.747903 41.777990 1.400165 0.378137 
5000.00 1268.15 100.144066 0.000000 2.582590 28.915909 20.191466 5.106495 41.671693 1.297776 0.378137 
5000.00 1263.15 100.141745 0.000000 2.650324 28.633451 20.269073 5.443581 41.569188 1.197992 0.378137 
5000.00 1258.15 100.139338 0.000000 2.720206 28.371663 20.337870 5.760279 41.470433 1.100750 0.378137 
5000.00 1253.15 100.136845 0.000000 2.792247 28.129312 20.398131 6.057660 41.375379 1.005979 0.378137 
5000.00 1248.15 100.134267 0.000000 2.866454 27.905219 20.450135 6.336748 41.283966 0.913609 0.378137 
5000.00 1243.15 100.131607 0.000000 2.942825 27.698258 20.494169 6.598526 41.196130 0.823562 0.378137 
5000.00 1238.15 100.128866 0.000000 3.021355 27.507357 20.530526 6.843931 41.111799 0.735761 0.378137 
5000.00 1233.15 100.126045 0.000000 3.102031 27.331493 20.559502 7.073864 41.030893 0.650125 0.378137 
5000.00 1228.15 100.123147 0.000000 3.184835 27.169694 20.581397 7.289184 40.953328 0.566571 0.378137 
5000.00 1223.15 100.120173 0.000000 3.269742 27.021035 20.596513 7.490711 40.879016 0.485018 0.378137 
5000.00 1218.15 100.117125 0.000000 3.356718 26.884641 20.605155 7.679227 40.807863 0.405385 0.378137 
5000.00 1213.15 100.114007 0.000000 3.445724 26.759685 20.607624 7.855476 40.739771 0.327590 0.378137 
5000.00 1208.15 100.110821 0.000000 3.536713 26.645384 20.604226 8.020164 40.674640 0.251557 0.378137 
