Title: MORB_Gale2013-2

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 spinel_0 whitlockite 
5000.00 1573.15 100.150679 100.150679 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1568.15 100.150837 100.150837 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1563.15 100.151002 100.151002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1558.15 100.151172 100.151172 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1553.15 100.151348 100.151348 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1548.15 100.151530 100.151530 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1543.15 100.151717 100.151717 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1538.15 100.151912 100.151912 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1533.15 100.152137 99.682150 0.000000 0.469987 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1528.15 100.152631 96.606057 0.000000 3.546574 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1523.15 100.153330 93.661582 0.000000 6.491748 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1518.15 100.153611 87.500186 0.000000 9.989129 0.000000 0.000000 2.664297 0.000000 0.000000 
5000.00 1513.15 100.153492 80.537584 0.000000 13.421716 0.000000 0.000000 6.194192 0.000000 0.000000 
5000.00 1508.15 100.153199 74.019096 0.000000 16.556814 0.000000 0.000000 9.577289 0.000000 0.000000 
5000.00 1503.15 100.152797 67.895182 0.000000 19.434613 0.000000 0.000000 12.823003 0.000000 0.000000 
5000.00 1498.15 100.152357 62.157859 0.000000 22.077629 0.000000 0.000000 15.916868 0.000000 0.000000 
5000.00 1493.15 100.151946 56.815518 0.000000 24.501292 0.000000 0.000000 18.835136 0.000000 0.000000 
5000.00 1488.15 100.151617 51.870612 0.000000 26.721662 0.000000 0.000000 21.559343 0.000000 0.000000 
5000.00 1483.15 100.151408 47.310962 0.000000 28.757558 0.000000 0.000000 24.082888 0.000000 0.000000 
5000.00 1478.15 100.151390 43.076066 0.000000 30.053078 0.589497 0.000000 26.432747 0.000000 0.000000 
5000.00 1473.15 100.151659 39.114077 0.000000 30.080616 2.330797 0.000000 28.626169 0.000000 0.000000 
5000.00 1468.15 100.152136 35.470504 0.000000 30.135227 3.921280 0.000000 30.625125 0.000000 0.000000 
5000.00 1463.15 100.152833 32.109359 0.000000 30.218058 5.378283 0.000000 32.447134 0.000000 0.000000 
5000.00 1458.15 100.153771 29.006427 0.000000 30.329254 6.716897 0.000000 34.101193 0.000000 0.000000 
5000.00 1453.15 100.154986 26.150508 0.000000 30.468721 7.950974 0.000000 35.584784 0.000000 0.000000 
5000.00 1448.15 100.156542 23.543799 0.000000 30.636169 9.095385 0.000000 36.881189 0.000000 0.000000 
5000.00 1443.15 100.158519 21.195345 0.000000 30.830219 10.168606 0.000000 37.964349 0.000000 0.000000 
5000.00 1438.15 100.160984 19.104282 0.000000 31.047418 11.191853 0.000000 38.817431 0.000000 0.000000 
5000.00 1433.15 100.163982 17.149428 0.000000 31.297263 12.248351 0.000000 39.439130 0.000000 0.029809 
5000.00 1428.15 100.167468 15.376445 0.000000 31.563426 13.295695 0.000000 39.869091 0.000000 0.062810 
5000.00 1423.15 100.171337 13.768996 0.000000 31.841393 14.315988 0.000000 40.150525 0.000000 0.094435 
5000.00 1418.15 100.175455 12.313993 0.000000 32.128968 15.288931 0.000000 40.319367 0.000000 0.124196 
5000.00 1413.15 100.178330 10.304589 0.549164 32.542864 15.835128 0.000000 40.779800 0.000000 0.166784 
5000.00 1408.15 100.180175 7.512283 1.725735 33.113039 16.079795 0.000000 41.522072 0.000000 0.227252 
5000.00 1403.15 100.182501 4.618983 2.998683 33.761550 16.353740 0.000000 42.160217 0.000000 0.289328 
5000.00 1398.15 100.229455 0.000000 2.483676 37.295686 9.590475 0.000000 45.917529 4.561636 0.380453 
5000.00 1393.15 100.228788 0.000000 2.498671 37.086352 9.821902 0.000000 45.895658 4.545752 0.380453 
5000.00 1388.15 100.228120 0.000000 2.513884 36.887465 10.044061 0.000000 45.873116 4.529140 0.380453 
5000.00 1383.15 100.227450 0.000000 2.529328 36.698261 10.257756 0.000000 45.849879 4.511772 0.380453 
5000.00 1378.15 100.226779 0.000000 2.545017 36.518057 10.463714 0.000000 45.825920 4.493618 0.380453 
5000.00 1373.15 100.226106 0.000000 2.560965 36.346242 10.662589 0.000000 45.801213 4.474643 0.380453 
5000.00 1368.15 100.225431 0.000000 2.577190 36.182266 10.854977 0.000000 45.775730 4.454814 0.380453 
5000.00 1363.15 100.224753 0.000000 2.593710 36.025634 11.041419 0.000000 45.749442 4.434094 0.380453 
5000.00 1358.15 100.224072 0.000000 2.610543 35.875899 11.222411 0.000000 45.722319 4.412446 0.380453 
5000.00 1353.15 100.223388 0.000000 2.627713 35.732658 11.398405 0.000000 45.694330 4.389829 0.380453 
5000.00 1348.15 100.222701 0.000000 2.645243 35.595544 11.569817 0.000000 45.665443 4.366200 0.380453 
5000.00 1343.15 100.222009 0.000000 2.663157 35.464227 11.737031 0.000000 45.635624 4.341516 0.380453 
5000.00 1338.15 100.221313 0.000000 2.681486 35.338407 11.900397 0.000000 45.604839 4.315730 0.380453 
5000.00 1333.15 100.220611 0.000000 2.700258 35.217811 12.060243 0.000000 45.573054 4.288792 0.380453 
5000.00 1328.15 100.219904 0.000000 2.719508 35.102191 12.216869 0.000000 45.540232 4.260651 0.380453 
5000.00 1323.15 100.219190 0.000000 2.739272 34.991322 12.370553 0.000000 45.506336 4.231253 0.380453 
5000.00 1318.15 100.218468 0.000000 2.759591 34.885001 12.521550 0.000000 45.471330 4.200543 0.380453 
5000.00 1313.15 100.217739 0.000000 2.780508 34.783043 12.670096 0.000000 45.435177 4.168461 0.380453 
5000.00 1308.15 100.216999 0.000000 2.802071 34.685280 12.816408 0.000000 45.397838 4.134949 0.380453 
5000.00 1303.15 100.216250 0.000000 2.824334 34.591555 12.960672 0.000000 45.359288 4.099947 0.380453 
5000.00 1298.15 100.215488 0.000000 2.847357 34.501724 13.103059 0.000000 45.319500 4.063395 0.380453 
5000.00 1293.15 100.214714 0.000000 2.871199 34.415664 13.243727 0.000000 45.278440 4.025230 0.380453 
5000.00 1288.15 100.213924 0.000000 2.895929 34.333265 13.382814 0.000000 45.236078 3.985385 0.380453 
5000.00 1283.15 100.212846 0.000000 2.934769 34.085012 13.534524 0.202532 45.162900 3.912657 0.380453 
5000.00 1278.15 100.211248 0.000000 2.997294 33.572318 13.702719 0.727854 45.041970 3.788641 0.380453 
5000.00 1273.15 100.209566 0.000000 3.061624 33.087277 13.861144 1.227541 44.924419 3.667108 0.380453 
5000.00 1268.15 100.207802 0.000000 3.127772 32.628597 14.009976 1.702692 44.810255 3.548056 0.380453 
5000.00 1263.15 100.205955 0.000000 3.195745 32.195045 14.149402 2.154353 44.699479 3.431478 0.380453 
5000.00 1258.15 100.204027 0.000000 3.265548 31.785437 14.279619 2.583526 44.592081 3.317363 0.380453 
5000.00 1253.15 100.202017 0.000000 3.337178 31.398640 14.400837 2.991171 44.488048 3.205691 0.380453 
5000.00 1248.15 100.199928 0.000000 3.410629 31.033561 14.513275 3.378212 44.387355 3.096442 0.380453 
5000.00 1243.15 100.197759 0.000000 3.485889 30.689150 14.617164 3.745541 44.289973 2.989589 0.380453 
5000.00 1238.15 100.195513 0.000000 3.562940 30.364398 14.712745 4.094016 44.195861 2.885100 0.380453 
5000.00 1233.15 100.193191 0.000000 3.641759 30.058328 14.800268 4.424467 44.104975 2.782941 0.380453 
5000.00 1228.15 100.190794 0.000000 3.722315 29.770004 14.879991 4.737696 44.017262 2.683073 0.380453 
