Title: MORB_Gale2013-2

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 spinel_0 whitlockite 
5000.00 1478.15 100.151390 34.414340 15.103747 0.000000 9.146271 0.178525 0.000000 9.985797 0.000000 0.000000 
5000.00 1473.15 100.151659 34.298041 13.630562 0.000000 9.140345 0.704525 0.000000 10.822609 0.000000 0.000000 
5000.00 1468.15 100.152136 34.189568 12.277148 0.000000 9.142657 1.183055 0.000000 11.586708 0.000000 0.000000 
5000.00 1463.15 100.152833 34.087973 11.030367 0.000000 9.153480 1.619643 0.000000 12.284483 0.000000 0.000000 
5000.00 1458.15 100.153771 33.992564 9.881587 0.000000 9.172777 2.019098 0.000000 12.919103 0.000000 0.000000 
5000.00 1453.15 100.154986 33.902892 8.827314 0.000000 9.200420 2.385822 0.000000 13.489336 0.000000 0.000000 
5000.00 1448.15 100.156542 33.818707 7.869537 0.000000 9.236187 2.724479 0.000000 13.988504 0.000000 0.000000 
5000.00 1443.15 100.158519 33.739835 7.013239 0.000000 9.279495 3.040756 0.000000 14.406346 0.000000 0.000000 
5000.00 1438.15 100.160984 33.665954 6.259524 0.000000 9.329149 3.341104 0.000000 14.736177 0.000000 0.000000 
5000.00 1433.15 100.163982 33.592287 5.568080 0.000000 9.387118 3.650182 0.000000 14.977525 0.000000 0.009381 
5000.00 1428.15 100.167468 33.521731 4.951856 0.000000 9.449143 3.955518 0.000000 15.145446 0.000000 0.019767 
5000.00 1423.15 100.171337 33.454695 4.402252 0.000000 9.514316 4.251954 0.000000 15.256453 0.000000 0.029720 
5000.00 1418.15 100.175455 33.391469 3.911946 0.000000 9.582488 4.533678 0.000000 15.324270 0.000000 0.039087 
5000.00 1413.15 100.178330 33.327195 3.250726 0.151999 9.682477 4.685289 0.000000 15.504214 0.000000 0.052490 
5000.00 1408.15 100.180175 33.254402 2.351606 0.474592 9.820108 4.743358 0.000000 15.793218 0.000000 0.071520 
5000.00 1403.15 100.182501 33.177366 1.435736 0.819438 9.978710 4.809226 0.000000 16.043200 0.000000 0.091057 
5000.00 1398.15 100.229455 33.255967 0.000000 0.678403 11.166934 2.840331 0.000000 17.459820 0.990743 0.119735 
5000.00 1393.15 100.228788 33.248486 0.000000 0.682226 11.102515 2.907855 0.000000 17.449336 0.986819 0.119735 
5000.00 1388.15 100.228120 33.240967 0.000000 0.686103 11.041200 2.972586 0.000000 17.438608 0.982735 0.119735 
5000.00 1383.15 100.227450 33.233406 0.000000 0.690036 10.982757 3.034764 0.000000 17.427626 0.978487 0.119735 
5000.00 1378.15 100.226779 33.225803 0.000000 0.694031 10.926982 3.094607 0.000000 17.416381 0.974068 0.119735 
5000.00 1373.15 100.226106 33.218155 0.000000 0.698089 10.873689 3.152309 0.000000 17.404863 0.969470 0.119735 
5000.00 1368.15 100.225431 33.210461 0.000000 0.702217 10.822711 3.208048 0.000000 17.393063 0.964687 0.119735 
5000.00 1363.15 100.224753 33.202719 0.000000 0.706417 10.773900 3.261986 0.000000 17.380969 0.959711 0.119735 
5000.00 1358.15 100.224072 33.194926 0.000000 0.710697 10.727119 3.314271 0.000000 17.368571 0.954533 0.119735 
5000.00 1353.15 100.223388 33.187080 0.000000 0.715060 10.682246 3.365036 0.000000 17.355857 0.949145 0.119735 
5000.00 1348.15 100.222701 33.179178 0.000000 0.719514 10.639170 3.414406 0.000000 17.342815 0.943538 0.119735 
5000.00 1343.15 100.222009 33.171219 0.000000 0.724064 10.597788 3.462494 0.000000 17.329434 0.937703 0.119735 
5000.00 1338.15 100.221313 33.163200 0.000000 0.728719 10.558009 3.509406 0.000000 17.315701 0.931630 0.119735 
5000.00 1333.15 100.220611 33.155118 0.000000 0.733487 10.519750 3.555236 0.000000 17.301602 0.925308 0.119735 
5000.00 1328.15 100.219904 33.146971 0.000000 0.738375 10.482934 3.600075 0.000000 17.287126 0.918726 0.119735 
5000.00 1323.15 100.219190 33.138755 0.000000 0.743393 10.447491 3.644004 0.000000 17.272258 0.911874 0.119735 
5000.00 1318.15 100.218468 33.130469 0.000000 0.748553 10.413357 3.687099 0.000000 17.256986 0.904738 0.119735 
5000.00 1313.15 100.217739 33.122109 0.000000 0.753865 10.380476 3.729429 0.000000 17.241294 0.897309 0.119735 
5000.00 1308.15 100.216999 33.113668 0.000000 0.759342 10.348794 3.771058 0.000000 17.225167 0.889571 0.119735 
5000.00 1303.15 100.216250 33.105100 0.000000 0.764998 10.318262 3.812041 0.000000 17.208549 0.881514 0.119735 
5000.00 1298.15 100.215488 33.096450 0.000000 0.770849 10.288834 3.852427 0.000000 17.191480 0.873125 0.119735 
5000.00 1293.15 100.214714 33.087717 0.000000 0.776910 10.260471 3.892263 0.000000 17.173948 0.864390 0.119735 
5000.00 1288.15 100.213924 33.078898 0.000000 0.783199 10.233138 3.931589 0.000000 17.155941 0.855296 0.119735 
5000.00 1283.15 100.212846 33.067956 0.000000 0.793223 10.157080 3.974331 0.057924 17.126637 0.839025 0.119735 
5000.00 1278.15 100.211248 33.053704 0.000000 0.809516 10.003518 4.021458 0.208059 17.079831 0.811586 0.119735 
5000.00 1273.15 100.209566 33.039661 0.000000 0.826271 9.858244 4.065677 0.350719 17.034276 0.784737 0.119735 
5000.00 1268.15 100.207802 33.025827 0.000000 0.843491 9.720873 4.107046 0.486231 16.989974 0.758477 0.119735 
5000.00 1263.15 100.205955 33.012203 0.000000 0.861176 9.591034 4.145624 0.614907 16.946924 0.732803 0.119735 
5000.00 1258.15 100.204027 32.998788 0.000000 0.879326 9.468374 4.181476 0.737045 16.905123 0.707709 0.119735 
5000.00 1253.15 100.202017 32.985581 0.000000 0.897939 9.352552 4.214666 0.852930 16.864566 0.683192 0.119735 
5000.00 1248.15 100.199928 32.972581 0.000000 0.917013 9.243243 4.245266 0.962837 16.825242 0.659245 0.119735 
5000.00 1243.15 100.197759 32.959785 0.000000 0.936542 9.140132 4.273346 1.067029 16.787141 0.635860 0.119735 
5000.00 1238.15 100.195513 32.947192 0.000000 0.956521 9.042917 4.298981 1.165762 16.750248 0.613028 0.119735 
5000.00 1233.15 100.193191 32.934799 0.000000 0.976943 8.951305 4.322249 1.259280 16.714546 0.590742 0.119735 
5000.00 1228.15 100.190794 32.922603 0.000000 0.997797 8.865016 4.343229 1.347820 16.680014 0.568991 0.119735 
