Title: Gale2013MORB-9

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5 Mg#
5000.00 1188.15 0.362663 0.703038 -4482.122305 0.124948 0.668842 -2.560 1.72915 0.127087 0.0174216 0.0286425 0.0180315 0.982639 1.6562 51.768 6.86556e-005 0.0147524 43.658 99.4
5000.00 1183.15 0.362418 0.699632 -4482.943203 0.124873 0.668477 -2.562 1.70788 0.120981 0.0170503 0.0278722 0.0173955 0.960959 1.64372 51.802 6.36009e-005 0.0144769 43.6876 99.4
5000.00 1178.15 0.362179 0.696234 -4483.830051 0.124801 0.668122 -2.563 1.68715 0.115158 0.0166881 0.0271325 0.0167869 0.939855 1.63148 51.8351 5.88878e-005 0.0142063 43.7164 99.4
5000.00 1173.15 0.361947 0.692842 -4484.780833 0.124731 0.667776 -2.564 1.66693 0.109607 0.0163345 0.026422 0.0162043 0.91931 1.61948 51.8673 5.44951e-005 0.0139402 43.7444 99.4
5000.00 1168.15 0.361722 0.689457 -4485.793647 0.124662 0.667440 -2.566 1.64722 0.104312 0.0159892 0.0257394 0.0156464 0.899309 1.60772 51.8987 5.04026e-005 0.0136788 43.7716 99.5
5000.00 1163.15 0.361503 0.686077 -4486.866689 0.124596 0.667114 -2.567 1.628 0.0992633 0.0156519 0.0250836 0.015112 0.879834 1.59619 51.9292 4.65915e-005 0.0134217 43.7981 99.5
5000.00 1158.15 0.361290 0.682702 -4487.998256 0.124531 0.666796 -2.568 1.60926 0.0944478 0.0153222 0.0244534 0.0146001 0.860872 1.5849 51.959 4.3044e-005 0.0131689 43.8239 99.5
5000.00 1153.15 0.361083 0.679331 -4489.186733 0.124468 0.666487 -2.570 1.59099 0.0898551 0.0149998 0.0238478 0.0141095 0.842406 1.57384 51.9879 3.97435e-005 0.0129202 43.849 99.5
5000.00 1148.15 0.360882 0.675963 -4490.430591 0.124407 0.666186 -2.571 1.57318 0.0854748 0.0146845 0.0232657 0.0136392 0.824423 1.56301 52.0161 3.66742e-005 0.0126756 43.8735 99.5
5000.00 1143.15 0.360687 0.672598 -4491.728382 0.124348 0.665893 -2.572 1.55582 0.0812969 0.0143761 0.0227063 0.0131883 0.80691 1.55241 52.0436 3.38214e-005 0.0124349 43.8972 99.5
5000.00 1138.15 0.360497 0.669236 -4493.078731 0.124290 0.665609 -2.573 1.53889 0.0773122 0.0140741 0.0221687 0.012756 0.789853 1.54203 52.0703 3.11711e-005 0.0121981 43.9204 99.5
5000.00 1133.15 0.360312 0.665876 -4494.480335 0.124234 0.665332 -2.574 1.52239 0.0735117 0.0137786 0.0216519 0.0123413 0.773239 1.53188 52.0963 2.87102e-005 0.011965 43.9429 99.6
5000.00 1128.15 0.360133 0.662516 -4495.931960 0.124179 0.665063 -2.575 1.5063 0.0698871 0.0134891 0.0211553 0.0119434 0.757056 1.52196 52.1217 2.64265e-005 0.0117355 43.9648 99.6
5000.00 1123.15 0.359958 0.659158 -4497.432434 0.124126 0.664801 -2.576 1.49063 0.0664302 0.0132055 0.0206781 0.0115617 0.741293 1.51225 52.1463 2.43084e-005 0.0115096 43.9861 99.6
5000.00 1118.15 0.359789 0.655800 -4498.980643 0.124074 0.664546 -2.577 1.47536 0.0631336 0.0129277 0.0202195 0.0111954 0.725937 1.50277 52.1703 2.2345e-005 0.0112873 44.0068 99.6
5000.00 1113.15 0.359624 0.652442 -4500.575533 0.124024 0.664298 -2.578 1.46048 0.05999 0.0126553 0.0197788 0.0108438 0.710978 1.49351 52.1937 2.05261e-005 0.0110683 44.027 99.6
5000.00 1108.15 0.359464 0.649083 -4502.216103 0.123975 0.664058 -2.579 1.44599 0.0569924 0.0123884 0.0193556 0.0105063 0.696406 1.48447 52.2164 1.8842e-005 0.0108527 44.0466 99.6
5000.00 1103.15 0.359308 0.645723 -4503.901404 0.123928 0.663824 -2.580 1.43188 0.0541342 0.0121266 0.018949 0.0101823 0.682209 1.47565 52.2385 1.72837e-005 0.0106403 44.0657 99.6
5000.00 1098.15 0.359157 0.642362 -4505.630534 0.123881 0.663596 -2.580 1.41813 0.0514093 0.0118699 0.0185586 0.00987116 0.668377 1.46705 52.26 1.58428e-005 0.0104312 44.0843 99.6
5000.00 1093.15 0.359010 0.638998 -4507.402639 0.123836 0.663375 -2.581 1.40476 0.0488116 0.011618 0.0181839 0.0095724 0.654901 1.45867 52.2809 1.45111e-005 0.0102252 44.1023 99.6
5000.00 1088.15 0.358867 0.635632 -4509.216910 0.123793 0.663161 -2.582 1.39174 0.0463355 0.011371 0.0178242 0.00928549 0.641772 1.4505 52.3013 1.32814e-005 0.0100223 44.1199 99.6
5000.00 1083.15 0.358728 0.632264 -4511.072581 0.123750 0.662952 -2.583 1.37908 0.0439756 0.0111285 0.0174792 0.00900992 0.62898 1.44255 52.3211 1.21464e-005 0.00982248 44.1369 99.7
5000.00 1078.15 0.358594 0.628892 -4512.968925 0.123709 0.662750 -2.583 1.36677 0.0417265 0.0108905 0.0171484 0.00874523 0.616516 1.43483 52.3403 1.10997e-005 0.0096256 44.1535 99.7
5000.00 1073.15 0.358463 0.625517 -4514.905256 0.123669 0.662554 -2.584 1.35479 0.0395835 0.0106569 0.0168312 0.00849098 0.604372 1.42732 52.359 1.01351e-005 0.00943165 44.1695 99.7
5000.00 1068.15 0.358337 0.622137 -4516.880924 0.123630 0.662363 -2.584 1.34316 0.0375418 0.0104276 0.0165274 0.00824673 0.592538 1.42002 52.3771 9.24666e-006 0.00924057 44.1852 99.7
5000.00 1063.15 0.358214 0.618754 -4518.895321 0.123592 0.662178 -2.585 1.33186 0.0355968 0.0102024 0.0162366 0.00801209 0.581008 1.41295 52.3947 8.42907e-006 0.00905232 44.2003 99.7
5000.00 1058.15 0.358094 0.615365 -4520.947866 0.123556 0.661999 -2.585 1.32088 0.0337444 0.00998132 0.0159583 0.00778667 0.569773 1.40609 52.4119 7.67722e-006 0.00886685 44.215 99.7
5000.00 1053.15 0.357979 0.611972 -4523.038020 0.123520 0.661826 -2.586 1.31023 0.0319802 0.00976415 0.0156922 0.0075701 0.558825 1.39946 52.4285 6.98635e-006 0.00868412 44.2293 99.7
5000.00 1048.15 0.357867 0.608573 -4525.165272 0.123486 0.661658 -2.586 1.2999 0.0303006 0.00955083 0.015438 0.00736203 0.548157 1.39304 52.4446 6.35199e-006 0.00850409 44.2432 99.7
5000.00 1043.15 0.357758 0.605168 -4527.329148 0.123453 0.661495 -2.587 1.28988 0.0287015 0.00934127 0.0151955 0.00716214 0.537761 1.38685 52.4602 5.77e-006 0.00832671 44.2566 99.7
5000.00 1038.15 0.357653 0.601757 -4529.529204 0.123420 0.661338 -2.587 1.28017 0.0271796 0.0091354 0.0149642 0.00697011 0.52763 1.38087 52.4753 5.23647e-006 0.00815194 44.2696 99.7
5000.00 1033.15 0.357551 0.598340 -4531.765029 0.123389 0.661185 -2.587 1.27078 0.0257312 0.00893313 0.0147441 0.00678563 0.517757 1.37512 52.49 4.74777e-006 0.00797976 44.2822 99.7

clinopyroxene_1 thermodynamic data and composition:
Pressure Temperature mass S H V Cp structure formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
5000.00 1478.15 0.066643 0.159797 -793.403268 0.020154 0.080139 cpx Na0.02Ca0.34Fe''0.45Mg1.07Fe'''0.04Ti0.01Al0.20Si1.88O6 50.8008 0.374834 4.70195 1.45029 14.485 0 19.4345 8.53197 0.220626 0 0
5000.00 1473.15 1.968651 4.709514 -23341.478288 0.594104 2.362269 cpx Na0.02Ca0.33Fe''0.46Mg1.06Fe'''0.04Ti0.01Al0.20Si1.87O6 50.6667 0.39469 4.69539 1.48993 14.9653 0 19.1925 8.37196 0.223557 0 0
5000.00 1468.15 3.724176 8.888483 -43974.803938 1.121513 4.459291 cpx Na0.02Ca0.33Fe''0.48Mg1.05Fe'''0.04Ti0.01Al0.20Si1.87O6 50.5342 0.413703 4.6886 1.52858 15.447 0 18.9557 8.20614 0.226034 0 0
5000.00 1463.15 5.350953 12.741367 -62924.521101 1.608014 6.393644 cpx Na0.02Ca0.32Fe''0.49Mg1.04Fe'''0.04Ti0.01Al0.20Si1.87O6 50.4039 0.431669 4.68136 1.56608 15.9287 0 18.7236 8.03669 0.22808 0 0
5000.00 1458.15 6.864807 16.307869 -80396.900609 2.058631 8.185294 cpx Na0.02Ca0.31Fe''0.51Mg1.03Fe'''0.04Ti0.01Al0.20Si1.87O6 50.2762 0.448346 4.6734 1.60224 16.4086 0 18.4958 7.86565 0.229714 0 0
5000.00 1453.15 8.279108 19.621523 -96567.527075 2.477623 9.851129 cpx Na0.02Ca0.31Fe''0.53Mg1.02Fe'''0.05Ti0.01Al0.20Si1.87O6 50.1519 0.463457 4.6645 1.63682 16.8851 0 18.2723 7.69496 0.230948 0 0
5000.00 1448.15 9.604585 22.709343 -111579.782783 2.868436 11.404783 cpx Na0.02Ca0.30Fe''0.54Mg1.01Fe'''0.05Ti0.01Al0.20Si1.87O6 50.0316 0.476746 4.65482 1.66964 17.3561 0 18.053 7.52633 0.231782 0 0
5000.00 1443.15 10.849779 25.593037 -125550.942124 3.233842 12.857239 cpx Na0.02Ca0.30Fe''0.56Mg1.00Fe'''0.05Ti0.01Al0.20Si1.87O6 49.9146 0.488154 4.64586 1.7008 17.8192 0 17.8385 7.36073 0.2322 0 0
5000.00 1438.15 12.050673 28.358774 -138905.773454 3.584642 14.251644 cpx Na0.02Ca0.29Fe''0.57Mg0.99Fe'''0.05Ti0.01Al0.21Si1.87O6 49.7955 0.499047 4.64308 1.73205 18.2771 0 17.6271 7.19403 0.232162 0 0
5000.00 1433.15 13.223385 31.045822 -151843.270766 3.925729 15.607816 cpx Na0.02Ca0.28Fe''0.59Mg0.98Fe'''0.05Ti0.01Al0.21Si1.87O6 49.6704 0.510572 4.65272 1.76469 18.7256 0 17.422 7.02236 0.231681 0 0
5000.00 1428.15 14.343495 33.598292 -164112.193527 4.250171 16.898215 cpx Na0.02Ca0.28Fe''0.60Mg0.97Fe'''0.05Ti0.01Al0.21Si1.86O6 49.5444 0.521727 4.67357 1.79738 19.1525 0 17.2298 6.84969 0.23089 0 0
5000.00 1423.15 15.418321 36.034129 -175812.088400 4.560355 18.132090 cpx Na0.02Ca0.27Fe''0.62Mg0.96Fe'''0.05Ti0.02Al0.21Si1.86O6 49.4223 0.531519 4.69987 1.82856 19.5576 0 17.0501 6.68012 0.229891 0 0
5000.00 1418.15 16.445440 38.348261 -186931.099890 4.855797 19.307145 cpx Na0.02Ca0.26Fe''0.63Mg0.95Fe'''0.05Ti0.02Al0.21Si1.86O6 49.309 0.538804 4.72585 1.85651 19.9405 0 16.8822 6.51841 0.228735 0 0
5000.00 1413.15 17.410850 40.508979 -197331.578472 5.132650 20.407760 cpx Na0.02Ca0.26Fe''0.64Mg0.94Fe'''0.05Ti0.02Al0.21Si1.86O6 49.2085 0.542784 4.74782 1.87974 20.2978 0 16.7274 6.3685 0.227465 0 0
5000.00 1408.15 18.292881 42.467376 -206795.258272 5.384864 21.409673 cpx Na0.02Ca0.25Fe''0.65Mg0.94Fe'''0.05Ti0.02Al0.21Si1.86O6 49.1237 0.543172 4.76407 1.89716 20.6244 0 16.5883 6.233 0.226125 0 0
5000.00 1403.15 19.071130 44.178078 -215119.222009 5.606765 22.290271 cpx Na0.02Ca0.25Fe''0.66Mg0.93Fe'''0.05Ti0.02Al0.21Si1.86O6 49.0559 0.540205 4.77449 1.90828 20.9158 0 16.4678 6.11271 0.224767 0 0
5000.00 1398.15 19.735598 45.620043 -222211.217629 5.795659 23.038922 cpx Na0.02Ca0.24Fe''0.67Mg0.93Fe'''0.05Ti0.02Al0.21Si1.86O6 49.0043 0.534502 4.78002 1.91333 21.1706 0 16.3672 6.00661 0.223426 0 0
5000.00 1393.15 20.418014 47.078557 -229167.397127 5.986879 23.793513 cpx Na0.02Ca0.24Fe''0.69Mg0.92Fe'''0.05Ti0.02Al0.21Si1.86O6 48.9739 0.528251 4.70422 1.8863 21.5902 0 16.2076 5.89283 0.216646 0 0
5000.00 1388.15 17.087352 39.332551 -193021.220447 5.025854 19.952794 cpx Na0.01Ca0.25Fe''0.67Mg0.94Fe'''0.04Ti0.01Al0.19Si1.88O6 49.5733 0.453244 4.18578 1.55588 21.2417 0 16.6462 6.15244 0.191523 0 0
5000.00 1383.15 17.465554 40.116411 -197038.989794 5.133074 20.376169 cpx Na0.01Ca0.25Fe''0.68Mg0.94Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5996 0.451303 4.10482 1.50636 21.4886 0 16.619 6.04582 0.184576 0 0
5000.00 1378.15 17.561845 40.242955 -197711.847330 5.155273 20.458765 cpx Na0.01Ca0.24Fe''0.69Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5586 0.439652 4.08607 1.49677 21.779 0 16.4815 5.97756 0.180827 0 0
5000.00 1373.15 17.714586 40.517360 -199410.924874 5.197939 20.626525 cpx Na0.01Ca0.24Fe''0.69Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5607 0.432168 4.0868 1.48361 21.8713 0 16.4864 5.89924 0.179794 0 0
5000.00 1368.15 17.866301 40.787715 -201097.283662 5.240257 20.792720 cpx Na0.01Ca0.24Fe''0.70Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5625 0.424772 4.08762 1.47055 21.9636 0 16.4901 5.82213 0.178784 0 0
5000.00 1363.15 18.017505 41.055194 -202776.546304 5.282375 20.957943 cpx Na0.01Ca0.23Fe''0.70Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5638 0.417461 4.08852 1.45758 22.0561 0 16.4925 5.74621 0.177796 0 0
5000.00 1358.15 18.168740 41.321020 -204454.610077 5.324451 21.122814 cpx Na0.01Ca0.23Fe''0.70Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5647 0.41023 4.08949 1.4447 22.1489 0 16.4937 5.67143 0.176829 0 0
5000.00 1353.15 18.320588 41.586497 -206137.790478 5.366653 21.287996 cpx Na0.01Ca0.23Fe''0.71Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5653 0.403072 4.0905 1.43191 22.242 0 16.4937 5.59776 0.175883 0 0
5000.00 1348.15 18.473686 41.853044 -207832.999395 5.409165 21.454218 cpx Na0.01Ca0.22Fe''0.71Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5654 0.395982 4.09153 1.41921 22.3355 0 16.4922 5.52517 0.174956 0 0
5000.00 1343.15 18.628749 42.122240 -209547.973842 5.452193 21.622290 cpx Na0.01Ca0.22Fe''0.71Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5651 0.388956 4.09256 1.40659 22.4297 0 16.4895 5.45361 0.174048 0 0
5000.00 1338.15 18.786597 42.395889 -211291.579233 5.495974 21.793144 cpx Na0.01Ca0.22Fe''0.72Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5643 0.381987 4.09356 1.39407 22.5246 0 16.4852 5.38308 0.173159 0 0
5000.00 1333.15 18.948196 42.676100 -213074.224422 5.540783 21.967871 cpx Na0.01Ca0.22Fe''0.72Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5631 0.375068 4.0945 1.38163 22.6205 0 16.4794 5.31355 0.172288 0 0
5000.00 1328.15 19.114708 42.965407 -214908.448351 5.586955 22.147785 cpx Na0.01Ca0.21Fe''0.72Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5614 0.368192 4.09534 1.36929 22.7174 0 16.4719 5.24499 0.171434 0 0
5000.00 1323.15 19.480090 43.693088 -218861.368869 5.690076 22.551701 cpx Na0.01Ca0.21Fe''0.73Mg0.93Fe'''0.04Ti0.01Al0.18Si1.88O6 49.5522 0.359445 4.08571 1.35907 22.8646 0 16.4244 5.18384 0.170758 0 0
5000.00 1318.15 20.122610 45.028677 -225751.067180 5.872349 23.266759 cpx Na0.01Ca0.21Fe''0.73Mg0.93Fe'''0.04Ti0.01Al0.18Si1.89O6 49.5325 0.348181 4.06104 1.35172 23.0825 0 16.3215 5.13222 0.17033 0 0
5000.00 1313.15 20.762770 46.351957 -232592.487112 6.053582 23.977163 cpx Na0.01Ca0.21Fe''0.74Mg0.92Fe'''0.04Ti0.01Al0.18Si1.89O6 49.5128 0.337212 4.03609 1.34423 23.3007 0 16.2185 5.08058 0.169919 0 0
5000.00 1308.15 21.044291 46.878891 -235586.352701 6.131644 24.280333 cpx Na0.01Ca0.21Fe''0.75Mg0.92Fe'''0.04Ti0.01Al0.18Si1.89O6 49.4932 0.327244 4.0417 1.34171 23.4365 0 16.16 5.02936 0.17032 0 0
5000.00 1303.15 21.168038 47.056143 -236891.659546 6.164381 24.404593 cpx Na0.01Ca0.20Fe''0.75Mg0.92Fe'''0.04Ti0.01Al0.18Si1.89O6 49.4742 0.317792 4.05991 1.34086 23.5368 0 16.1208 4.97856 0.171025 0 0
5000.00 1298.15 21.279091 47.203930 -238058.777585 6.193434 24.514148 cpx Na0.01Ca0.20Fe''0.75Mg0.91Fe'''0.04Ti0.01Al0.18Si1.89O6 49.4557 0.308551 4.07804 1.33949 23.6355 0 16.083 4.92802 0.171699 0 0
5000.00 1293.15 21.377974 47.323571 -239093.582328 6.218959 24.609628 cpx Na0.01Ca0.20Fe''0.76Mg0.91Fe'''0.04Ti0.01Al0.18Si1.89O6 49.4378 0.299515 4.09605 1.33761 23.7326 0 16.0464 4.87775 0.172339 0 0
5000.00 1288.15 21.434125 47.348420 -239682.034810 6.232433 24.657378 cpx Na0.01Ca0.20Fe''0.76Mg0.91Fe'''0.04Ti0.01Al0.18Si1.89O6 49.4288 0.290651 4.10691 1.33099 23.8199 0 16.0217 4.82853 0.172541 0 0
5000.00 1283.15 21.408293 47.193496 -239424.417334 6.222971 24.614470 cpx Na0.01Ca0.20Fe''0.76Mg0.91Fe'''0.04Ti0.01Al0.18Si1.89O6 49.4408 0.281915 4.10014 1.31364 23.886 0 16.0243 4.78142 0.171715 0 0
5000.00 1278.15 21.383166 47.039984 -239173.936665 6.213710 24.572282 cpx Na0.01Ca0.19Fe''0.76Mg0.91Fe'''0.04Ti0.01Al0.18Si1.89O6 49.4526 0.273383 4.09344 1.29636 23.9523 0 16.0267 4.73441 0.170888 0 0
5000.00 1273.15 21.358736 46.887860 -238930.525161 6.204646 24.530806 cpx Na0.01Ca0.19Fe''0.77Mg0.91Fe'''0.04Ti0.01Al0.18Si1.89O6 49.464 0.265052 4.08679 1.27916 24.0186 0 16.0288 4.68751 0.170061 0 0
5000.00 1268.15 21.334996 46.737097 -238694.119332 6.195780 24.490033 cpx Na0.01Ca0.19Fe''0.77Mg0.91Fe'''0.04Ti0.01Al0.18Si1.89O6 49.4751 0.256918 4.08022 1.26204 24.0851 0 16.0306 4.64073 0.169232 0 0
