Title: Gale2013MORB-2

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 rhm-oxide_0 whitlockite 
5000.00 1243.15 100.073714 32.988156 0.000000 0.195721 6.721727 7.961074 0.971912 16.736008 0.272399 0.129314 
5000.00 1238.15 100.071728 32.977738 0.000000 0.196921 6.597148 7.992179 1.095322 16.711202 0.255652 0.129314 
5000.00 1233.15 100.069768 32.967378 0.000000 0.198075 6.477121 8.022330 1.214816 16.686629 0.239092 0.129314 
5000.00 1228.15 100.067835 32.957078 0.000000 0.199185 6.361458 8.051545 1.330554 16.662298 0.222724 0.129314 
5000.00 1223.15 100.065928 32.946839 0.000000 0.200250 6.249984 8.079836 1.442686 16.638217 0.206551 0.129314 
5000.00 1218.15 100.064049 32.936663 0.000000 0.201273 6.142536 8.107219 1.551350 16.614395 0.190575 0.129314 
5000.00 1213.15 100.062197 32.926552 0.000000 0.202254 6.038956 8.133709 1.656678 16.590841 0.174800 0.129314 
5000.00 1208.15 100.060374 32.916507 0.000000 0.203195 5.939098 8.159320 1.758792 16.567561 0.159227 0.129314 
5000.00 1203.15 100.058578 32.906531 0.000000 0.204098 5.842823 8.184067 1.857806 16.544564 0.143859 0.129314 
5000.00 1198.15 100.056812 32.896625 0.000000 0.204962 5.749998 8.207966 1.953830 16.521856 0.128699 0.129314 
5000.00 1193.15 100.055075 32.886790 0.000000 0.205790 5.660497 8.231030 2.046965 16.499445 0.113748 0.129314 
5000.00 1188.15 100.053368 32.877027 0.000000 0.206583 5.574201 8.253275 2.137309 16.477336 0.099008 0.129314 
5000.00 1183.15 100.051690 32.867339 0.000000 0.207341 5.490995 8.274716 2.224953 16.455537 0.084481 0.129314 
