Title: Gale2013MORB-3

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 quartz rhm-oxide_0 whitlockite 
5000.00 1198.15 100.052140 0.000000 0.506844 0.000000 17.763605 29.195225 5.075601 45.939953 0.000000 1.228213 0.342699 
5000.00 1193.15 100.050563 0.000000 0.512519 0.000000 17.494180 29.265148 5.377943 45.892444 0.000000 1.165631 0.342699 
5000.00 1188.15 100.049014 0.000000 0.518039 0.000000 17.234401 29.332702 5.671604 45.845658 0.000000 1.103912 0.342699 
5000.00 1183.15 100.047493 0.000000 0.523406 0.000000 16.983919 29.397934 5.956864 45.799610 0.000000 1.043062 0.342699 
5000.00 1178.15 100.046001 0.000000 0.528624 0.000000 16.742402 29.460892 6.233989 45.754311 0.000000 0.983084 0.342699 
5000.00 1173.15 100.044536 0.000000 0.533697 0.000000 16.509531 29.521621 6.503234 45.709771 0.000000 0.923984 0.342699 
5000.00 1168.15 100.043100 0.000000 0.538629 0.000000 16.285002 29.580169 6.764839 45.666000 0.000000 0.865763 0.342699 
5000.00 1163.15 100.041187 0.000000 0.691664 0.000000 14.119900 30.244565 9.515431 44.661723 0.252108 0.213098 0.342699 
5000.00 1158.15 100.040095 0.000000 0.741625 0.000000 13.464534 30.430614 10.400492 44.328013 0.332119 0.000000 0.342699 
5000.00 1153.15 100.039409 0.000000 0.742328 0.000000 13.528952 30.387842 10.389058 44.319568 0.328963 0.000000 0.342699 
5000.00 1148.15 100.038779 0.362031 0.707106 0.000000 13.595245 30.371516 10.371527 44.311228 0.320128 0.000000 0.000000 
5000.00 1143.15 100.038105 0.361683 0.708481 0.000000 13.657371 30.329766 10.360938 44.302585 0.317280 0.000000 0.000000 
5000.00 1138.15 100.037439 0.361347 0.709831 0.000000 13.718497 30.288851 10.350533 44.293891 0.314489 0.000000 0.000000 
5000.00 1133.15 100.036780 0.361021 0.711157 0.000000 13.778649 30.248756 10.340302 44.285140 0.311755 0.000000 0.000000 
5000.00 1128.15 100.036128 0.360705 0.712458 0.000000 13.837852 30.209468 10.330237 44.276329 0.309081 0.000000 0.000000 
5000.00 1123.15 100.035484 0.360398 0.713735 0.000000 13.896130 30.170972 10.320330 44.267453 0.306466 0.000000 0.000000 
5000.00 1118.15 100.034846 0.360100 0.714989 0.000000 13.953507 30.133257 10.310574 44.258506 0.303912 0.000000 0.000000 
5000.00 1113.15 100.034215 0.359811 0.716220 0.000000 14.010008 30.096309 10.300961 44.249485 0.301421 0.000000 0.000000 
5000.00 1108.15 100.033592 0.359530 0.717428 0.000000 14.065656 30.060115 10.291485 44.240384 0.298993 0.000000 0.000000 
5000.00 1103.15 100.032975 0.359258 0.718614 0.000000 14.120472 30.024663 10.282140 44.231199 0.296629 0.000000 0.000000 
5000.00 1098.15 100.032366 0.358993 0.719779 0.000000 14.174480 29.989941 10.272919 44.221924 0.294330 0.000000 0.000000 
5000.00 1093.15 100.031764 0.358736 0.720921 0.000000 14.227701 29.955937 10.263817 44.212554 0.292098 0.000000 0.000000 
5000.00 1088.15 100.031168 0.358486 0.722042 0.000000 14.280155 29.922638 10.254829 44.203085 0.289934 0.000000 0.000000 
5000.00 1083.15 100.030580 0.358243 0.723141 0.000000 14.331865 29.890034 10.245949 44.193509 0.287839 0.000000 0.000000 
5000.00 1078.15 100.029998 0.358006 0.724220 0.000000 14.382850 29.858112 10.237173 44.183824 0.285814 0.000000 0.000000 
5000.00 1073.15 100.029424 0.357777 0.725278 0.000000 14.433130 29.826861 10.228497 44.174022 0.283859 0.000000 0.000000 
5000.00 1068.15 100.028856 0.357553 0.726315 0.000000 14.482725 29.796271 10.219916 44.164098 0.281977 0.000000 0.000000 
5000.00 1063.15 100.028295 0.357336 0.727332 0.000000 14.531654 29.766331 10.211427 44.154048 0.280168 0.000000 0.000000 
5000.00 1058.15 100.027742 0.357125 0.728329 0.000000 14.579936 29.737030 10.203025 44.143864 0.278433 0.000000 0.000000 
5000.00 1053.15 100.027195 0.356919 0.729306 0.000000 14.627589 29.708357 10.194707 44.133543 0.276774 0.000000 0.000000 
5000.00 1048.15 100.026654 0.356719 0.730263 0.000000 14.674631 29.680302 10.186471 44.123078 0.275192 0.000000 0.000000 
5000.00 1043.15 100.026121 0.356525 0.731200 0.000000 14.721079 29.652856 10.178312 44.112464 0.273687 0.000000 0.000000 
5000.00 1038.15 100.025594 0.356335 0.732118 0.000000 14.766950 29.626008 10.170228 44.101695 0.272260 0.000000 0.000000 
5000.00 1033.15 100.025075 0.356151 0.733016 0.000000 14.812262 29.599749 10.162216 44.090767 0.270913 0.000000 0.000000 
5000.00 1028.15 100.024561 0.355973 0.733895 0.000000 14.857029 29.574069 10.154275 44.079675 0.269646 0.000000 0.000000 
5000.00 1023.15 100.024055 0.355799 0.734755 0.000000 14.901267 29.548959 10.146401 44.068414 0.268460 0.000000 0.000000 
5000.00 1018.15 100.023555 0.355629 0.735596 0.000000 14.944990 29.524411 10.138592 44.056980 0.267356 0.000000 0.000000 
