Title: MORB_Gale2013-1

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 quartz rhm-oxide_0 whitlockite 
5000.00 1323.15 100.072440 9.340113 0.000000 33.761832 14.537025 0.000000 40.934524 0.000000 1.309529 0.189418 
5000.00 1318.15 100.070863 9.081738 0.000000 33.734682 14.584272 0.000000 41.109514 0.000000 1.365626 0.195030 
5000.00 1313.15 100.069335 8.842363 0.000000 33.702058 14.632721 0.000000 41.274375 0.000000 1.417621 0.200198 
5000.00 1308.15 100.068197 7.648886 0.000000 33.796435 14.627551 0.000000 41.742484 0.498418 1.532649 0.221774 
5000.00 1303.15 100.067613 5.527712 0.000000 33.994746 14.582097 0.000000 42.501852 1.494080 1.707457 0.259668 
5000.00 1298.15 100.067017 4.012715 0.000000 34.093415 14.580974 0.000000 43.059068 2.195894 1.837544 0.287405 
5000.00 1293.15 100.066416 2.879576 0.000000 34.132019 14.606812 0.000000 43.487475 2.712276 1.939449 0.308808 
5000.00 1288.15 100.065816 2.004307 0.000000 34.132261 14.650168 0.000000 43.827496 3.103290 2.022301 0.325993 
5000.00 1283.15 100.065217 1.312989 0.000000 34.107031 14.705457 0.000000 44.103146 3.404838 2.091529 0.340227 
5000.00 1278.15 100.064225 0.000000 0.252583 34.097848 14.545111 0.000000 44.588370 4.045193 2.164470 0.370652 
5000.00 1273.15 100.063631 0.000000 0.258164 34.014040 14.638813 0.000000 44.576210 4.045202 2.160550 0.370652 
5000.00 1268.15 100.063039 0.000000 0.263757 33.933060 14.729930 0.000000 44.563830 4.045271 2.156539 0.370652 
5000.00 1263.15 100.062447 0.000000 0.269362 33.854781 14.818595 0.000000 44.551223 4.045401 2.152432 0.370652 
5000.00 1258.15 100.061857 0.000000 0.274980 33.779083 14.904937 0.000000 44.538385 4.045595 2.148227 0.370652 
5000.00 1253.15 100.061268 0.000000 0.280610 33.705853 14.989073 0.000000 44.525308 4.045852 2.143920 0.370652 
