Title: Gale2013MORB-6

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 quartz rhm-oxide_0 whitlockite 
5000.00 1503.15 100.147787 35.448588 27.296259 0.000000 6.035298 0.000000 0.000000 2.117031 0.000000 0.000000 0.000000 
5000.00 1498.15 100.146565 35.270581 24.969441 0.000000 6.885022 0.000000 0.000000 3.416118 0.000000 0.000000 0.000000 
5000.00 1493.15 100.145303 35.106191 22.807342 0.000000 7.657055 0.000000 0.000000 4.641794 0.000000 0.000000 0.000000 
5000.00 1488.15 100.144057 34.954482 20.811103 0.000000 8.358795 0.000000 0.000000 5.784584 0.000000 0.000000 0.000000 
5000.00 1483.15 100.142861 34.814180 18.972570 0.000000 8.998948 0.000000 0.000000 6.842662 0.000000 0.000000 0.000000 
5000.00 1478.15 100.141797 34.683345 17.256757 0.000000 9.000155 0.590308 0.000000 7.836126 0.000000 0.000000 0.000000 
5000.00 1473.15 100.140831 34.561286 15.675344 0.000000 8.957435 1.180107 0.000000 8.748400 0.000000 0.000000 0.000000 
5000.00 1468.15 100.139951 34.446781 14.212003 0.000000 8.928029 1.719157 0.000000 9.587592 0.000000 0.000000 0.000000 
5000.00 1463.15 100.139144 34.338827 12.851685 0.000000 8.911028 2.214159 0.000000 10.361955 0.000000 0.000000 0.000000 
5000.00 1458.15 100.138399 34.236639 11.582202 0.000000 8.904850 2.671183 0.000000 11.078405 0.000000 0.000000 0.000000 
5000.00 1453.15 100.137696 34.139624 10.393708 0.000000 8.907558 3.095518 0.000000 11.742840 0.000000 0.000000 0.000000 
5000.00 1448.15 100.137009 34.047356 9.278311 0.000000 8.917027 3.491588 0.000000 12.360430 0.000000 0.000000 0.000000 
5000.00 1443.15 100.136298 33.959575 8.229757 0.000000 8.931008 3.862896 0.000000 12.935913 0.000000 0.000000 0.000000 
5000.00 1438.15 100.135505 33.876178 7.243127 0.000000 8.947112 4.211967 0.000000 13.473972 0.000000 0.000000 0.000000 
5000.00 1433.15 100.134485 33.794585 6.289634 0.000000 8.964903 4.550202 0.000000 13.982988 0.000000 0.000000 0.006857 
5000.00 1428.15 100.133169 33.716735 5.385476 0.000000 8.979820 4.873122 0.000000 14.461793 0.000000 0.000000 0.016525 
5000.00 1423.15 100.131459 33.644967 4.549902 0.000000 8.987163 5.174089 0.000000 14.909019 0.000000 0.000000 0.024795 
5000.00 1418.15 100.129323 33.580580 3.801970 0.000000 8.984692 5.451619 0.000000 15.310733 0.000000 0.000000 0.031565 
5000.00 1413.15 100.127095 33.525102 3.183561 0.000000 8.974960 5.704095 0.000000 15.625433 0.000000 0.000000 0.037053 
5000.00 1408.15 100.125162 33.478374 2.708893 0.000000 8.963186 5.930318 0.000000 15.834228 0.000000 0.000000 0.041749 
5000.00 1403.15 100.123493 33.438593 2.344653 0.000000 8.950919 6.131400 0.000000 15.965695 0.000000 0.000000 0.045926 
5000.00 1398.15 100.121899 33.393056 1.815706 0.000000 9.116834 6.169928 0.000000 16.146542 0.000000 0.084151 0.059895 
5000.00 1393.15 100.119970 33.359172 1.414058 0.000000 9.243578 6.178818 0.000000 16.297198 0.000000 0.154654 0.070866 
5000.00 1388.15 100.117891 33.334039 1.120705 0.000000 9.326079 6.182969 0.000000 16.418072 0.000000 0.207380 0.078833 
5000.00 1383.15 100.115787 33.314473 0.898338 0.000000 9.379880 6.185253 0.000000 16.517885 0.000000 0.248263 0.084853 
5000.00 1378.15 100.113737 33.298543 0.724516 0.000000 9.414723 6.187161 0.000000 16.601613 0.000000 0.280961 0.089569 
5000.00 1373.15 100.111795 33.285040 0.585482 0.000000 9.436936 6.189427 0.000000 16.672040 0.000000 0.307770 0.093385 
5000.00 1368.15 100.108227 33.273632 0.401441 0.034403 9.465572 6.141777 0.000000 16.781159 0.000000 0.347525 0.101755 
5000.00 1363.15 100.103480 33.265212 0.204128 0.095875 9.496816 6.052477 0.000000 16.907062 0.000000 0.395414 0.113441 
5000.00 1358.15 100.099608 33.259254 0.092344 0.111770 9.470735 6.040173 0.000000 17.012694 0.000000 0.414566 0.116972 
5000.00 1353.15 100.096149 33.253783 0.005631 0.119469 9.436705 6.041487 0.000000 17.103123 0.000000 0.428134 0.119235 
5000.00 1348.15 100.095205 33.246918 0.000000 0.121524 9.417837 6.058550 0.000000 17.101730 0.000000 0.427904 0.119372 
5000.00 1343.15 100.094442 33.239929 0.000000 0.123315 9.401016 6.075884 0.000000 17.093630 0.000000 0.426712 0.119372 
5000.00 1338.15 100.093678 33.232940 0.000000 0.125099 9.384888 6.092586 0.000000 17.085495 0.000000 0.425499 0.119372 
5000.00 1333.15 100.092911 33.225949 0.000000 0.126877 9.369412 6.108699 0.000000 17.077324 0.000000 0.424265 0.119372 
5000.00 1328.15 100.092142 33.218956 0.000000 0.128646 9.354547 6.124265 0.000000 17.069116 0.000000 0.423009 0.119372 
5000.00 1323.15 100.091371 33.211961 0.000000 0.130408 9.340258 6.139321 0.000000 17.060871 0.000000 0.421730 0.119372 
5000.00 1318.15 100.090598 33.204964 0.000000 0.132162 9.326512 6.153902 0.000000 17.052588 0.000000 0.420428 0.119372 
5000.00 1313.15 100.089824 33.197965 0.000000 0.133907 9.313278 6.168040 0.000000 17.044267 0.000000 0.419102 0.119372 
5000.00 1308.15 100.089047 33.190960 0.000000 0.135642 9.300527 6.181765 0.000000 17.035902 0.000000 0.417752 0.119372 
5000.00 1303.15 100.088268 33.183903 0.000000 0.137368 9.288233 6.195106 0.000000 17.027448 0.000000 0.416375 0.119372 
5000.00 1298.15 100.087487 33.176844 0.000000 0.139085 9.276370 6.208089 0.000000 17.018955 0.000000 0.414973 0.119372 
5000.00 1293.15 100.086705 33.169782 0.000000 0.140792 9.264917 6.220737 0.000000 17.010421 0.000000 0.413543 0.119372 
5000.00 1288.15 100.085920 33.162717 0.000000 0.142488 9.253851 6.233074 0.000000 17.001847 0.000000 0.412085 0.119372 
5000.00 1283.15 100.085134 33.155650 0.000000 0.144173 9.243154 6.245122 0.000000 16.993231 0.000000 0.410598 0.119372 
5000.00 1278.15 100.084346 33.148580 0.000000 0.145846 9.232807 6.256901 0.000000 16.984573 0.000000 0.409081 0.119372 
5000.00 1273.15 100.083556 33.141507 0.000000 0.147508 9.222792 6.268430 0.000000 16.975872 0.000000 0.407533 0.119372 
5000.00 1268.15 100.082765 33.134430 0.000000 0.149157 9.213094 6.279729 0.000000 16.967126 0.000000 0.405952 0.119372 
5000.00 1263.15 100.081971 33.127350 0.000000 0.150793 9.203698 6.290815 0.000000 16.958334 0.000000 0.404338 0.119372 
5000.00 1258.15 100.081176 33.120267 0.000000 0.152416 9.194588 6.301704 0.000000 16.949497 0.000000 0.402689 0.119372 
5000.00 1253.15 100.080379 33.113179 0.000000 0.154025 9.185753 6.312414 0.000000 16.940612 0.000000 0.401003 0.119372 
5000.00 1248.15 100.079581 33.106088 0.000000 0.155619 9.177178 6.322958 0.000000 16.931679 0.000000 0.399281 0.119372 
5000.00 1243.15 100.078780 33.098992 0.000000 0.157198 9.168852 6.333353 0.000000 16.922697 0.000000 0.397519 0.119372 
5000.00 1238.15 100.077978 33.091891 0.000000 0.158762 9.160763 6.343613 0.000000 16.913664 0.000000 0.395717 0.119372 
5000.00 1233.15 100.077174 33.084786 0.000000 0.160309 9.152901 6.353752 0.000000 16.904579 0.000000 0.393873 0.119372 
5000.00 1228.15 100.076369 33.077675 0.000000 0.161840 9.145254 6.363784 0.000000 16.895441 0.000000 0.391984 0.119372 
5000.00 1223.15 100.075562 33.070559 0.000000 0.163353 9.137814 6.373722 0.000000 16.886248 0.000000 0.390050 0.119372 
5000.00 1218.15 100.074753 33.063437 0.000000 0.164848 9.130570 6.383580 0.000000 16.876999 0.000000 0.388067 0.119372 
5000.00 1213.15 100.073942 33.056310 0.000000 0.166325 9.123513 6.393371 0.000000 16.867694 0.000000 0.386035 0.119372 
5000.00 1208.15 100.073130 33.049175 0.000000 0.167782 9.116635 6.403108 0.000000 16.858329 0.000000 0.383950 0.119372 
5000.00 1203.15 100.071141 33.038704 0.000000 0.168928 8.979062 6.443076 0.127988 16.833340 0.000000 0.366938 0.119372 
5000.00 1198.15 100.069131 33.028159 0.000000 0.170019 8.840712 6.483253 0.257314 16.807972 0.000000 0.349516 0.119372 
5000.00 1193.15 100.067150 33.017679 0.000000 0.171067 8.706832 6.522401 0.382833 16.782874 0.000000 0.332300 0.119372 
5000.00 1188.15 100.065197 33.007266 0.000000 0.172074 8.577263 6.560533 0.504677 16.758055 0.000000 0.315291 0.119372 
5000.00 1183.15 100.063273 32.996922 0.000000 0.173041 8.451855 6.597664 0.622973 16.733523 0.000000 0.298494 0.119372 
5000.00 1178.15 100.061379 32.986649 0.000000 0.173969 8.330465 6.633806 0.737837 16.709289 0.000000 0.281912 0.119372 
5000.00 1173.15 100.059515 32.976448 0.000000 0.174858 8.212956 6.668973 0.849382 16.685358 0.000000 0.265548 0.119372 
5000.00 1168.15 100.057682 32.966322 0.000000 0.175711 8.099198 6.703181 0.957715 16.661741 0.000000 0.249404 0.119372 
5000.00 1163.15 100.055879 32.956271 0.000000 0.176528 7.989068 6.736442 1.062935 16.638443 0.000000 0.233483 0.119372 
5000.00 1158.15 100.054108 32.946298 0.000000 0.177311 7.882446 6.768771 1.165138 16.615472 0.000000 0.217787 0.119372 
5000.00 1153.15 100.052453 32.947221 0.137210 0.168940 7.767669 6.811538 1.278193 16.584265 0.000000 0.199405 0.000000 
5000.00 1148.15 100.050740 32.937424 0.137136 0.169799 7.667988 6.841796 1.374380 16.562115 0.000000 0.184210 0.000000 
5000.00 1143.15 100.049061 32.927707 0.137062 0.170624 7.571485 6.871170 1.467811 16.540309 0.000000 0.169246 0.000000 
5000.00 1138.15 100.047413 32.918073 0.136990 0.171417 7.478060 6.899673 1.558567 16.518852 0.000000 0.154514 0.000000 
5000.00 1133.15 100.045799 32.908522 0.136920 0.172178 7.387615 6.927321 1.646724 16.497748 0.000000 0.140016 0.000000 
5000.00 1128.15 100.044218 32.899055 0.136850 0.172909 7.300059 6.954129 1.732354 16.477002 0.000000 0.125752 0.000000 
5000.00 1123.15 100.042669 32.889673 0.136782 0.173610 7.215300 6.980111 1.815529 16.456618 0.000000 0.111723 0.000000 
5000.00 1118.15 100.040959 32.850225 0.136678 0.196668 6.806336 7.102723 2.308161 16.218738 0.061172 0.019749 0.000000 
5000.00 1113.15 100.040051 32.836521 0.136584 0.201926 6.721161 7.124721 2.416555 16.161715 0.073859 0.000000 0.000000 
5000.00 1108.15 100.039344 32.829959 0.136496 0.202242 6.722844 7.119930 2.420473 16.154972 0.073003 0.000000 0.000000 
5000.00 1103.15 100.038645 32.823400 0.136410 0.202552 6.724607 7.115244 2.424226 16.148184 0.072177 0.000000 0.000000 
5000.00 1098.15 100.037954 32.816845 0.136327 0.202856 6.726450 7.110661 2.427819 16.141349 0.071383 0.000000 0.000000 
5000.00 1093.15 100.037270 32.810293 0.136247 0.203155 6.728368 7.106179 2.431260 16.134464 0.070621 0.000000 0.000000 
5000.00 1088.15 100.036594 32.803742 0.136169 0.203448 6.730361 7.101795 2.434552 16.127526 0.069891 0.000000 0.000000 
5000.00 1083.15 100.035926 32.797193 0.136092 0.203735 6.732427 7.097508 2.437703 16.120534 0.069194 0.000000 0.000000 
5000.00 1078.15 100.035266 32.790644 0.136019 0.204017 6.734563 7.093315 2.440716 16.113483 0.068531 0.000000 0.000000 
5000.00 1073.15 100.034614 32.784095 0.135947 0.204294 6.736770 7.089215 2.443596 16.106371 0.067901 0.000000 0.000000 
5000.00 1068.15 100.033969 32.777544 0.135877 0.204566 6.739045 7.085205 2.446349 16.099194 0.067307 0.000000 0.000000 
5000.00 1063.15 100.033332 32.770991 0.135809 0.204833 6.741388 7.081284 2.448978 16.091951 0.066747 0.000000 0.000000 
5000.00 1058.15 100.032702 32.764435 0.135743 0.205094 6.743798 7.077450 2.451488 16.084637 0.066223 0.000000 0.000000 
5000.00 1053.15 100.032080 32.757874 0.135679 0.205351 6.746274 7.073701 2.453883 16.077250 0.065736 0.000000 0.000000 
5000.00 1048.15 100.031466 32.751307 0.135617 0.205603 6.748816 7.070035 2.456166 16.069785 0.065285 0.000000 0.000000 
5000.00 1043.15 100.030859 32.744733 0.135557 0.205850 6.751423 7.066450 2.458342 16.062240 0.064871 0.000000 0.000000 
5000.00 1038.15 100.030259 32.738150 0.135498 0.206092 6.754095 7.062945 2.460414 16.054611 0.064494 0.000000 0.000000 
5000.00 1033.15 100.029667 32.731556 0.135441 0.206330 6.756831 7.059519 2.462385 16.046895 0.064156 0.000000 0.000000 
5000.00 1028.15 100.029083 32.724950 0.135385 0.206563 6.759631 7.056169 2.464259 16.039086 0.063856 0.000000 0.000000 
