Title: Gale2013MORB-6

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 quartz rhm-oxide_0 whitlockite 
5000.00 1573.15 100.147933 36.607287 36.607287 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1568.15 100.148089 36.595083 36.595083 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1563.15 100.148250 36.582883 36.582883 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1558.15 100.148417 36.570687 36.570687 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1553.15 100.148590 36.558495 36.558495 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1548.15 100.148768 36.546308 36.546308 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1543.15 100.148953 36.534124 36.534124 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1538.15 100.149068 36.505384 36.397724 0.000000 0.107660 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1533.15 100.148729 36.354294 35.344814 0.000000 1.009480 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1528.15 100.148589 36.209418 34.340041 0.000000 1.869376 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1523.15 100.148629 36.070418 33.380268 0.000000 2.690150 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1518.15 100.148837 35.936913 32.462251 0.000000 3.474662 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1513.15 100.149202 35.808527 31.582929 0.000000 4.225597 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
5000.00 1508.15 100.148892 35.640727 29.777789 0.000000 5.102498 0.000000 0.000000 0.760440 0.000000 0.000000 0.000000 
