Title: Gale2013MORB-9

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 spinel_0 rhm-oxide_0 whitlockite 
5000.00 1413.15 100.146096 33.520151 2.256526 0.000000 9.368693 5.132650 0.000000 16.716629 0.000000 0.000000 0.045653 
5000.00 1408.15 100.147921 33.472309 1.911350 0.000000 9.386923 5.384864 0.000000 16.736943 0.000000 0.000000 0.052230 
5000.00 1403.15 100.149434 33.429869 1.619192 0.000000 9.403571 5.606765 0.000000 16.742377 0.000000 0.000000 0.057964 
5000.00 1398.15 100.150570 33.392983 1.377509 0.000000 9.418217 5.795659 0.000000 16.738846 0.000000 0.000000 0.062751 
5000.00 1393.15 100.148387 33.350304 0.962798 0.105530 9.398482 5.986879 0.000000 16.822577 0.000000 0.000000 0.074038 
5000.00 1388.15 100.146399 33.421232 0.529503 0.148255 9.678219 5.025854 0.000000 17.552911 0.400807 0.000000 0.085683 
5000.00 1383.15 100.141763 33.403727 0.361601 0.199386 9.603337 5.133074 0.000000 17.615372 0.398985 0.000000 0.091972 
5000.00 1378.15 100.136520 33.370473 0.000000 0.312472 9.652673 5.155273 0.000000 17.727736 0.315856 0.097573 0.108890 
5000.00 1373.15 100.135892 33.361137 0.000000 0.315551 9.627659 5.197939 0.000000 17.705792 0.307421 0.097886 0.108890 
5000.00 1368.15 100.135241 33.351708 0.000000 0.318730 9.603646 5.240257 0.000000 17.683346 0.298795 0.098044 0.108890 
5000.00 1363.15 100.134564 33.342179 0.000000 0.322014 9.580544 5.282375 0.000000 17.660359 0.289966 0.098031 0.108890 
5000.00 1358.15 100.133860 33.332539 0.000000 0.325408 9.558261 5.324451 0.000000 17.636785 0.280918 0.097826 0.108890 
5000.00 1353.15 100.133127 33.322779 0.000000 0.328918 9.536710 5.366653 0.000000 17.612570 0.271635 0.097404 0.108890 
5000.00 1348.15 100.132361 33.312887 0.000000 0.332549 9.515801 5.409165 0.000000 17.587649 0.262094 0.096739 0.108890 
5000.00 1343.15 100.131560 33.302848 0.000000 0.336309 9.495441 5.452193 0.000000 17.561945 0.252271 0.095798 0.108890 
5000.00 1338.15 100.130722 33.292644 0.000000 0.340208 9.475532 5.495974 0.000000 17.535366 0.242135 0.094540 0.108890 
5000.00 1333.15 100.129841 33.282252 0.000000 0.344254 9.455966 5.540783 0.000000 17.507795 0.231647 0.092917 0.108890 
5000.00 1328.15 100.128912 33.271646 0.000000 0.348461 9.436622 5.586955 0.000000 17.479089 0.220757 0.090871 0.108890 
5000.00 1323.15 100.126721 33.253495 0.000000 0.355554 9.218871 5.690076 0.197275 17.410374 0.196186 0.076269 0.108890 
5000.00 1318.15 100.122660 33.224561 0.000000 0.366710 8.723899 5.872349 0.672030 17.284586 0.152543 0.043554 0.108890 
5000.00 1313.15 100.118435 33.195316 0.000000 0.378027 8.239770 6.053582 1.138768 17.157320 0.109012 0.009947 0.108890 
5000.00 1308.15 100.116047 33.175992 0.000000 0.387909 8.024141 6.131644 1.362450 17.081437 0.079521 0.000000 0.108890 
5000.00 1303.15 100.114384 33.161068 0.000000 0.397450 7.925416 6.164381 1.479522 17.028717 0.056692 0.000000 0.108890 
5000.00 1298.15 100.112636 33.146485 0.000000 0.407334 7.837058 6.193434 1.586828 16.978009 0.034933 0.000000 0.108890 
5000.00 1293.15 100.110806 33.132236 0.000000 0.417564 7.758302 6.218959 1.685029 16.929278 0.014214 0.000000 0.108890 
5000.00 1288.15 100.109104 33.120100 0.000000 0.425961 7.702371 6.232433 1.757932 16.892513 0.000000 0.000000 0.108890 
5000.00 1283.15 100.107901 33.112587 0.000000 0.428979 7.685466 6.222971 1.784556 16.881726 0.000000 0.000000 0.108890 
5000.00 1278.15 100.106700 33.105083 0.000000 0.431998 7.669759 6.213710 1.809762 16.870964 0.000000 0.000000 0.108890 
5000.00 1273.15 100.105500 33.097589 0.000000 0.435018 7.655151 6.204646 1.833656 16.860228 0.000000 0.000000 0.108890 
5000.00 1268.15 100.104302 33.090104 0.000000 0.438035 7.641550 6.195780 1.856334 16.849515 0.000000 0.000000 0.108890 
5000.00 1263.15 100.103106 33.082628 0.000000 0.441049 7.628876 6.187107 1.877880 16.838825 0.000000 0.000000 0.108890 
5000.00 1258.15 100.101912 33.075161 0.000000 0.444058 7.617056 6.178628 1.898373 16.828156 0.000000 0.000000 0.108890 
5000.00 1253.15 100.100720 33.067702 0.000000 0.447060 7.606024 6.170340 1.917882 16.817507 0.000000 0.000000 0.108890 
5000.00 1248.15 100.099530 33.060252 0.000000 0.450054 7.595722 6.162241 1.936470 16.806875 0.000000 0.000000 0.108890 
5000.00 1243.15 100.098344 33.052810 0.000000 0.453038 7.586096 6.154331 1.954196 16.796260 0.000000 0.000000 0.108890 
5000.00 1238.15 100.097160 33.045377 0.000000 0.456009 7.577099 6.146608 1.971112 16.785658 0.000000 0.000000 0.108890 
5000.00 1233.15 100.095979 33.037950 0.000000 0.458967 7.568687 6.139071 1.987266 16.775069 0.000000 0.000000 0.108890 
5000.00 1228.15 100.094801 33.030531 0.000000 0.461909 7.560820 6.131720 2.002703 16.764490 0.000000 0.000000 0.108890 
5000.00 1223.15 100.093626 33.023119 0.000000 0.464833 7.553463 6.124552 2.017463 16.753918 0.000000 0.000000 0.108890 
5000.00 1218.15 100.092455 33.015714 0.000000 0.467738 7.546583 6.117568 2.031583 16.743352 0.000000 0.000000 0.108890 
