Title: Gale2013MORB-5

Phase Volumes:
Pressure Temperature mass V liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 rhm-oxide_0 whitlockite 
5000.00 1393.15 100.124639 33.319862 0.926220 0.000000 9.314259 6.549141 0.000000 16.313670 0.140806 0.075766 
5000.00 1388.15 100.124003 33.300932 0.745936 0.000000 9.378955 6.544592 0.000000 16.372435 0.177983 0.081031 
5000.00 1383.15 100.117169 33.286083 0.271516 0.131164 9.491009 6.334734 0.000000 16.671011 0.283948 0.102701 
5000.00 1378.15 100.111851 33.277624 0.000000 0.203772 9.534053 6.212455 0.000000 16.863038 0.348045 0.116262 
5000.00 1373.15 100.110942 33.270346 0.000000 0.205864 9.516199 6.232270 0.000000 16.853804 0.345947 0.116262 
5000.00 1368.15 100.110028 33.263059 0.000000 0.207942 9.498995 6.251568 0.000000 16.844501 0.343792 0.116262 
5000.00 1363.15 100.109111 33.255762 0.000000 0.210004 9.482397 6.270400 0.000000 16.835124 0.341576 0.116262 
5000.00 1358.15 100.108191 33.248455 0.000000 0.212049 9.466364 6.288813 0.000000 16.825671 0.339297 0.116262 
5000.00 1353.15 100.107267 33.241138 0.000000 0.214076 9.450859 6.306852 0.000000 16.816139 0.336950 0.116262 
5000.00 1348.15 100.106339 33.233809 0.000000 0.216085 9.435846 6.324559 0.000000 16.806524 0.334533 0.116262 
5000.00 1343.15 100.105407 33.226469 0.000000 0.218074 9.421292 6.341975 0.000000 16.796824 0.332043 0.116262 
5000.00 1338.15 100.104472 33.219115 0.000000 0.220041 9.407164 6.359139 0.000000 16.787035 0.329474 0.116262 
5000.00 1333.15 100.103532 33.211748 0.000000 0.221987 9.393434 6.376090 0.000000 16.777152 0.326823 0.116262 
5000.00 1328.15 100.102588 33.204367 0.000000 0.223910 9.380074 6.392863 0.000000 16.767172 0.324086 0.116262 
5000.00 1323.15 100.101641 33.196970 0.000000 0.225808 9.367057 6.409497 0.000000 16.757090 0.321256 0.116262 
5000.00 1318.15 100.100688 33.189558 0.000000 0.227680 9.354357 6.426027 0.000000 16.746901 0.318330 0.116262 
5000.00 1313.15 100.099731 33.182127 0.000000 0.229525 9.341949 6.442490 0.000000 16.736601 0.315300 0.116262 
5000.00 1308.15 100.098770 33.174674 0.000000 0.231342 9.329809 6.458922 0.000000 16.726178 0.312161 0.116262 
5000.00 1303.15 100.097803 33.167154 0.000000 0.233129 9.317912 6.475361 0.000000 16.715586 0.308904 0.116262 
5000.00 1298.15 100.096772 33.159440 0.000000 0.234858 9.297104 6.493388 0.008968 16.704052 0.304809 0.116262 
5000.00 1293.15 100.094620 33.148449 0.000000 0.236038 9.106668 6.540282 0.185059 16.677029 0.287111 0.116262 
5000.00 1288.15 100.092483 33.137486 0.000000 0.237172 8.923706 6.586119 0.354607 16.650100 0.269521 0.116262 
5000.00 1283.15 100.090362 33.126553 0.000000 0.238260 8.747803 6.630909 0.517999 16.623275 0.252045 0.116262 
5000.00 1278.15 100.088257 33.115651 0.000000 0.239305 8.578582 6.674666 0.675585 16.596564 0.234687 0.116262 
5000.00 1273.15 100.086168 33.104784 0.000000 0.240306 8.415700 6.717400 0.827683 16.569980 0.217452 0.116262 
5000.00 1268.15 100.084098 33.093953 0.000000 0.241266 8.258837 6.759125 0.974586 16.543534 0.200344 0.116262 
5000.00 1263.15 100.082045 33.083161 0.000000 0.242184 8.107703 6.799850 1.116557 16.517235 0.183369 0.116262 
5000.00 1258.15 100.080011 33.072410 0.000000 0.243062 7.962028 6.839589 1.253843 16.491096 0.166532 0.116262 
5000.00 1253.15 100.077997 33.061703 0.000000 0.243902 7.821562 6.878352 1.386665 16.465126 0.149836 0.116262 
5000.00 1248.15 100.076003 33.051042 0.000000 0.244703 7.686073 6.916152 1.515231 16.439336 0.133286 0.116262 
5000.00 1243.15 100.074030 33.040428 0.000000 0.245466 7.555348 6.952999 1.639731 16.413736 0.116886 0.116262 
5000.00 1238.15 100.072079 33.029865 0.000000 0.246194 7.429184 6.988906 1.760340 16.388337 0.100641 0.116262 
5000.00 1233.15 100.070150 33.019353 0.000000 0.246887 7.307394 7.023885 1.877223 16.363149 0.084554 0.116262 
5000.00 1228.15 100.068243 33.008896 0.000000 0.247545 7.189804 7.057946 1.990529 16.338180 0.068630 0.116262 
5000.00 1223.15 100.066360 32.998495 0.000000 0.248170 7.076247 7.091102 2.100401 16.313441 0.052872 0.116262 
5000.00 1218.15 100.064501 32.988153 0.000000 0.248763 6.966569 7.123365 2.206968 16.288941 0.037284 0.116262 
5000.00 1213.15 100.062666 32.977870 0.000000 0.249325 6.860625 7.154745 2.310355 16.264689 0.021869 0.116262 
5000.00 1208.15 100.060856 32.967650 0.000000 0.249857 6.758276 7.185256 2.410675 16.240693 0.006631 0.116262 
5000.00 1203.15 100.059629 32.959194 0.000000 0.250599 6.716326 7.193674 2.457701 16.224633 0.000000 0.116262 
5000.00 1198.15 100.058846 32.952090 0.000000 0.251515 6.719727 7.185447 2.464496 16.214643 0.000000 0.116262 
5000.00 1193.15 100.058065 32.944995 0.000000 0.252420 6.723214 7.177413 2.471018 16.204667 0.000000 0.116262 
5000.00 1188.15 100.057287 32.937907 0.000000 0.253314 6.726780 7.169569 2.477279 16.194704 0.000000 0.116262 
5000.00 1183.15 100.056512 32.930828 0.000000 0.254195 6.730416 7.161912 2.483288 16.184755 0.000000 0.116262 
